,name,borough,zip
912,Metropolitan Ave & Vandervoort Ave,Brooklyn,11211
89,N 12 St & Bedford Ave,Brooklyn,11211
75,Powers St & Olive St,Brooklyn,11211
90,S 3 St & Bedford Ave,Brooklyn,11211
1121,S 4 St & Rodney St,Brooklyn,11211
78,S 4 St & Wythe Ave,Brooklyn,11211
683,Sharon St & Olive St,Brooklyn,11211
339,Union Ave & Jackson St,Brooklyn,11211
452,Union Ave & N 12 St,Brooklyn,11211
1144,Union Ave & Wallabout St,Brooklyn,11211
1030,Waterbury St & Stagg St,Brooklyn,11211
1024,Withers St & Kingsland Ave,Brooklyn,11211
170,Wythe Ave & Metropolitan Ave,Brooklyn,11211
156,Bergen St & Flatbush Ave,Brooklyn,11213
225,Bergen St & Smith St,Brooklyn,11213
1419,Bergen St & Vanderbilt Ave,Brooklyn,11213
945,Eastern Pkwy & Franklin Ave,Brooklyn,11213
42,Warren St & Smith St,Brooklyn,11213
126,1 St & 6 Ave,Brooklyn,11215
589,10 St & 2 Ave,Brooklyn,11215
689,10 St & 5 Ave,Brooklyn,11215
393,10 St & 7 Ave,Brooklyn,11215
1407,12 St & 4 Ave,Brooklyn,11215
1015,14 St & 5 Ave,Brooklyn,11215
686,14 St & 7 Ave,Brooklyn,11215
1227,16th St & 4th Ave,Brooklyn,11215
876,17 St & 5 Ave,Brooklyn,11215
1057,19 St & 8 Ave,Brooklyn,11215
234,3 Ave & 14 St,Brooklyn,11215
1309,3 Ave & 17 St,Brooklyn,11215
112,3 Ave & Carroll St,Brooklyn,11215
845,3 St & 3 Ave,Brooklyn,11215
65,3 St & 7 Ave,Brooklyn,11215
218,3 St & Prospect Park West,Brooklyn,11215
389,4 Ave & 17 St,Brooklyn,11215
811,4 Ave & 9 St,Brooklyn,11215
1355,5 St & 6 Ave,Brooklyn,11215
875,6 Ave & 12 St,Brooklyn,11215
1281,6 Ave & 21 St,Brooklyn,11215
140,6 Ave & 9 St,Brooklyn,11215
512,6 St & 7 Ave,Brooklyn,11215
398,7 Ave & 20 St,Brooklyn,11215
1209,7 Ave & 22 St,Brooklyn,11215
314,7 St & 3 Ave,Brooklyn,11215
1090,7 St & 5 Ave,Brooklyn,11215
1173,Carroll St & 5 Ave,Brooklyn,11215
451,Carroll St & 6 Ave,Brooklyn,11215
1012,Garfield Pl & 8 Ave,Brooklyn,11215
815,President St & 4 Ave,Brooklyn,11215
1223,Prospect Park SW & 10 Ave,Brooklyn,11215
1412,Prospect Park West & 8 St,Brooklyn,11215
813,Union St & 4 Ave,Brooklyn,11215
592,Union St & Nevins St,Brooklyn,11215
117,West Drive & Prospect Park West,Brooklyn,11215
850,Windsor Pl & 8 Ave,Brooklyn,11215
1410,Windsor Pl & Howard Pl,Brooklyn,11215
1008,Albany Ave & Fulton St,Brooklyn,11216
454,Bedford Ave & Bergen St,Brooklyn,11216
1065,Greene Ave & Nostrand Ave,Brooklyn,11216
1192,Kosciuszko St & Nostrand Ave,Brooklyn,11216
979,Lefferts Pl & Franklin Ave,Brooklyn,11216
390,Marcus Garvey Blvd & Macon St,Brooklyn,11216
1334,Marcy Ave & Lafayette Ave,Brooklyn,11216
350,Monroe St & Tompkins Ave,Brooklyn,11216
751,Park Pl & Franklin Ave,Brooklyn,11216
324,Prospect Pl & Vanderbilt Ave,Brooklyn,11216
54,Putnam Ave & Nostrand Ave,Brooklyn,11216
635,Sterling Pl & Bedford Ave,Brooklyn,11216
534,Tompkins Ave & Hopkins St,Brooklyn,11216
1388,Verona Pl & Fulton St,Brooklyn,11216
115,7 Ave & Park Pl,Brooklyn,11217
1490,Baltic St & 5 Ave,Brooklyn,11217
990,Bergen St & 4 Ave,Brooklyn,11217
163,Berkeley Pl & 6 Ave,Brooklyn,11217
1013,Berkeley Pl & 7 Ave,Brooklyn,11217
566,Bond St & Bergen St,Brooklyn,11217
1104,Dean St & Hoyt St,Brooklyn,11217
1323,Degraw St & Hoyt St,Brooklyn,11217
522,Degraw St & Smith St,Brooklyn,11217
1434,Douglass St & 3 Ave,Brooklyn,11217
43,Douglass St & 4 Ave,Brooklyn,11217
199,Grand Army Plaza & Plaza St West,Brooklyn,11217
1260,Hanson Pl & Ashland Pl,Brooklyn,11217
530,Hoyt St & Warren St,Brooklyn,11217
285,Nevins St & Schermerhorn St,Brooklyn,11217
1155,Pacific St & Nevins St,Brooklyn,11217
581,Prospect Pl & 6 Ave,Brooklyn,11217
526,S Portland Ave & Hanson Pl,Brooklyn,11217
1176,Schermerhorn St & Bond St,Brooklyn,11217
678,Schermerhorn St & Court St,Brooklyn,11217
158,St Marks Pl & 4 Ave,Brooklyn,11217
546,Sterling Pl & 5 Ave,Brooklyn,11217
63,Wyckoff St & Nevins St,Brooklyn,11217
614,11 Ave & Prospect Ave,Brooklyn,11218
297,12 Ave & 36 St,Brooklyn,11218
47,Albemarle Rd & McDonald Ave,Brooklyn,11218
1047,Caton Ave & E 10 St,Brooklyn,11218
973,Caton Ave & E 7 St,Brooklyn,11218
1160,Chester Ave & 12 Ave,Brooklyn,11218
1395,Church Ave & McDonald Ave,Brooklyn,11218
88,Church Ave & Story St,Brooklyn,11218
697,Dahill Rd & 12 Ave,Brooklyn,11218
455,E 3 St & Church Ave,Brooklyn,11218
816,E 8 St & Caton Ave,Brooklyn,11218
1154,Ft. Hamilton Pkwy & E 2 St,Brooklyn,11218
795,Ft. Hamilton Pkwy & E 5 St,Brooklyn,11218
996,Greenwood Ave & E 4 St,Brooklyn,11218
1325,Ocean Pkwy & Church Ave,Brooklyn,11218
725,Park Cir & East Dr,Brooklyn,11218
1320,Prospect Ave & Greenwood Ave,Brooklyn,11218
262,Prospect Ave & Vanderbilt St,Brooklyn,11218
516,Prospect Park SW & 16 St,Brooklyn,11218
1046,Prospect Park SW & Greenwood Ave,Brooklyn,11218
383,Prospect Park SW & Vanderbilt St,Brooklyn,11218
1211,Prospect Park W & 20 St,Brooklyn,11218
732,3 Ave & Wakeman Pl,Brooklyn,11220
1458,44 St & 3 Ave,Brooklyn,11220
266,44 St & 6 Ave,Brooklyn,11220
256,45 St & 4 Ave,Brooklyn,11220
1118,46 St & 6 Ave,Brooklyn,11220
282,46 St & 7 Ave,Brooklyn,11220
663,47 St & 3 Ave,Brooklyn,11220
1358,48 St & 2 Ave,Brooklyn,11220
902,48 St & 5 Ave,Brooklyn,11220
572,5 Ave & 66 St,Brooklyn,11220
1326,50 St & 7 Ave,Brooklyn,11220
1037,52 St & 6 Ave,Brooklyn,11220
899,53 St & 2 Ave,Brooklyn,11220
144,53 St & 4 Ave,Brooklyn,11220
677,53 St & 5 Ave,Brooklyn,11220
723,55 St & 5 Ave,Brooklyn,11220
1238,55 St & 7 Ave,Brooklyn,11220
463,57 St & 1 Ave - Brooklyn Army Terminal Vaccination Site,Brooklyn,11220
1256,57 St & 4 Ave,Brooklyn,11220
1283,58 St & 2 Ave - Brooklyn Army Terminal Vaccination Site,Brooklyn,11220
299,59 St & 4 Ave,Brooklyn,11220
573,59 St & 5 Ave,Brooklyn,11220
281,6 Ave & 55 St,Brooklyn,11220
615,6 Ave & 60 St,Brooklyn,11220
1455,62 St & 4 Ave,Brooklyn,11220
1480,63 St & 5 Ave,Brooklyn,11220
607,64 St & 3 Ave,Brooklyn,11220
1448,65 St & 2 Ave,Brooklyn,11220
1208,67 St & Erik Pl,Brooklyn,11220
533,67 St & Ridge Blvd,Brooklyn,11220
980,Broadway & Hancock St,Brooklyn,11221
447,Broadway & Kosciuszko St,Brooklyn,11221
1094,Bushwick Ave & Dekalb Ave,Brooklyn,11221
676,Bushwick Ave & Harman St,Brooklyn,11221
1043,Bushwick Ave & Linden St,Brooklyn,11221
249,Cedar St & Evergreen Ave,Brooklyn,11221
484,Cedar St & Myrtle Ave,Brooklyn,11221
684,Central Ave & Himrod St,Brooklyn,11221
666,Central Ave & Weirfield St,Brooklyn,11221
1100,Central Ave & Woodbine St,Brooklyn,11221
722,DeKalb Ave & Hudson Ave,Brooklyn,11221
1084,DeKalb Ave & S Portland Ave,Brooklyn,11221
874,DeKalb Ave & Vanderbilt Ave,Brooklyn,11221
466,Greene Ave & Throop Ave,Brooklyn,11221
267,Grove St & Broadway,Brooklyn,11221
321,Jefferson Ave & Evergreen Ave,Brooklyn,11221
480,Knickerbocker Ave & Hancock St,Brooklyn,11221
694,Kosciuszko St & Tompkins Ave,Brooklyn,11221
509,Lafayette Ave & Classon Ave,Brooklyn,11221
1529,Lafayette Ave & Fort Greene Pl,Brooklyn,11221
223,Lafayette Ave & Ft Greene Pl,Brooklyn,11221
401,Lewis Ave & Decatur St,Brooklyn,11221
1190,Lewis Ave & Kosciuszko St,Brooklyn,11221
847,Lewis Ave & Madison St,Brooklyn,11221
625,Lexington Ave & Classon Ave,Brooklyn,11221
1244,Lorimer St & Broadway,Brooklyn,11221
1165,Madison St & Evergreen Ave,Brooklyn,11221
730,Menahan St & Central Ave,Brooklyn,11221
1066,Monroe St & Bedford Ave,Brooklyn,11221
72,Monroe St & Classon Ave,Brooklyn,11221
203,Pulaski St & Marcus Garvey Blvd,Brooklyn,11221
633,Putnam Ave & Throop Ave,Brooklyn,11221
1040,Stockholm St & Wilson Ave,Brooklyn,11221
487,Suydam St & Broadway,Brooklyn,11221
479,Van Buren St & Broadway,Brooklyn,11221
597,Willoughby Ave & Myrtle Ave,Brooklyn,11221
400,Willoughby Ave & Tompkins Ave,Brooklyn,11221
940,Banker St & Meserole Ave,Brooklyn,11222
901,Bayard St & Leonard St,Brooklyn,11222
859,Calyer St & Guernsey St,Brooklyn,11222
1083,Calyer St & Jewel St,Brooklyn,11222
1191,Engert Ave & McGuinness Blvd,Brooklyn,11222
562,Franklin St & Dupont St,Brooklyn,11222
4,Frost St & Meeker Ave,Brooklyn,11222
1205,Green St & McGuinness Blvd,Brooklyn,11222
1324,Greenpoint Ave & Manhattan Ave,Brooklyn,11222
1105,Huron St & Franklin St,Brooklyn,11222
564,India St & Manhattan Ave,Brooklyn,11222
147,India St Pier,Brooklyn,11222
505,Kent St & McGuinness Blvd,Brooklyn,11222
190,Kingsland Ave & Nassau Ave,Brooklyn,11222
1201,Leonard St & Boerum St,Brooklyn,11222
693,Leonard St & Maujer St,Brooklyn,11222
1194,Leonard St & Nassau Ave,Brooklyn,11222
1498,Lorimer St & Calyer St,Brooklyn,11222
349,Manhattan Av & Leonard St,Brooklyn,11222
1086,Meserole Ave & Manhattan Ave,Brooklyn,11222
1070,Milton St & Franklin St,Brooklyn,11222
177,Morgan Ave & Lombardy St,Brooklyn,11222
1212,Morgan Ave & Maspeth Ave,Brooklyn,11222
245,N 15 St & Wythe Ave,Brooklyn,11222
867,Nassau Ave & Newell St,Brooklyn,11222
73,Nassau Ave & Russell St,Brooklyn,11222
427,Richardson St & N Henry St,Brooklyn,11222
1204,McDonald Ave & Vanderbilt St,Brooklyn,11223
1048,Bedford Ave & Montgomery St,Brooklyn,11225
1394,Carroll St & Franklin Ave,Brooklyn,11225
289,Carroll St & Washington Ave,Brooklyn,11225
1159,Flatbush Ave & Eastern Pkwy,Brooklyn,11225
450,Flatbush Ave & Ocean Ave,Brooklyn,11225
1224,Franklin Ave & Myrtle Ave,Brooklyn,11225
1311,Kingston Ave & Herkimer St,Brooklyn,11225
1398,Montgomery St & Franklin Ave,Brooklyn,11225
796,Rogers Ave & Sterling St,Brooklyn,11225
580,Sterling St & Bedford Ave,Brooklyn,11225
606,Sullivan Pl & Bedford Ave,Brooklyn,11225
1181,Sullivan Pl & Franklin Ave,Brooklyn,11225
1313,Union St & Bedford Ave,Brooklyn,11225
24,Caton Ave & Argyle Rd,Brooklyn,11226
57,Parade Pl & Crooke Ave,Brooklyn,11226
558,3 Ave & Schermerhorn St,Brooklyn,11227
421,1 Pl & Clinton St,Brooklyn,11231
818,3 St & Hoyt St,Brooklyn,11231
971,Atlantic Ave & Furman St,Brooklyn,11231
571,Bay St & Court St,Brooklyn,11231
165,Bond St & Fulton St,Brooklyn,11231
58,Butler St & Court St,Brooklyn,11231
647,Carroll St & Bond St,Brooklyn,11231
215,Carroll St & Columbia St,Brooklyn,11231
51,Carroll St & Smith St,Brooklyn,11231
1294,Clinton St & 4 Place,Brooklyn,11231
508,Clinton St & Centre St,Brooklyn,11231
1112,Clinton St & Joralemon St,Brooklyn,11231
895,Clinton St & Tillary St,Brooklyn,11231
472,Clinton St & Union St,Brooklyn,11231
799,Coffey St & Conover St,Brooklyn,11231
238,Coffey St & Ferris St,Brooklyn,11231
513,Columbia St & Degraw St,Brooklyn,11231
13,Columbia St & Kane St,Brooklyn,11231
1432,Columbia St & Lorraine St,Brooklyn,11231
216,Commerce St & Van Brunt St,Brooklyn,11231
879,Court St & Nelson St,Brooklyn,11231
681,Court St & State St,Brooklyn,11231
539,Dwight St & Van Dyke St,Brooklyn,11231
145,Fulton St & Adams St,Brooklyn,11231
174,Henry St & Atlantic Ave,Brooklyn,11231
1232,Henry St & Bay St,Brooklyn,11231
797,Henry St & Degraw St,Brooklyn,11231
445,Henry St & W 9 St,Brooklyn,11231
706,Kane St & Clinton St,Brooklyn,11231
1242,Pioneer St & Van Brunt St,Brooklyn,11231
784,President St & Henry St,Brooklyn,11231
968,Richards St & Delavan St,Brooklyn,11231
518,Smith St & 3 St,Brooklyn,11231
531,Smith St & 9 St,Brooklyn,11231
19,Van Brunt St & Wolcott St,Brooklyn,11231
1010,Wolcott St & Dwight St,Brooklyn,11231
504,2 Av & 37 St,Brooklyn,11232
579,2 Ave & 32 St,Brooklyn,11232
578,2 Ave & 36 St,Brooklyn,11232
543,21 St & 4 Ave,Brooklyn,11232
527,23 St & 3 Ave,Brooklyn,11232
855,24 St & 5 Ave,Brooklyn,11232
598,29 St & 5 Ave,Brooklyn,11232
87,30 St & 4 Ave,Brooklyn,11232
1128,34 St & 4 Ave,Brooklyn,11232
1374,34 St & 5 Ave,Brooklyn,11232
1447,36 St & 3 Ave,Brooklyn,11232
111,36 St & 4 Ave,Brooklyn,11232
502,39 St & 2 Ave,Brooklyn,11232
1384,4 Ave & 26 St,Brooklyn,11232
838,41 St & 3 Ave,Brooklyn,11232
814,41 St & 4 Ave,Brooklyn,11232
25,42 St & 1 Ave,Brooklyn,11232
682,44 St & 2 Ave,Brooklyn,11232
146,5 Ave & 37 St,Brooklyn,11232
388,5 Ave & 41 St,Brooklyn,11232
74,52 St & 1 Ave,Brooklyn,11232
774,7 Ave & 40 St,Brooklyn,11232
1185,7 Ave & 41 St,Brooklyn,11232
545,Columbia St & W 9 St,Brooklyn,11232
391,Pioneer St & Richards St,Brooklyn,11232
1464,Sigourney St & Columbia St,Brooklyn,11232
230,Van Brunt St & Van Dyke St,Brooklyn,11232
1219,Yankee Ferry Terminal,Brooklyn,11232
1521,Yankee Ferry Terminal,Brooklyn,11232
640,Halsey St & Broadway,Brooklyn,11233
219,Halsey St & Tompkins Ave,Brooklyn,11233
186,Hancock St & Bedford Ave,Brooklyn,11233
857,Macon St & Nostrand Ave,Brooklyn,11233
997,Somers St & Broadway,Brooklyn,11233
1127,Nostrand Ave & Myrtle Ave,Brooklyn,11235
308,Rockaway Ave & Bainbridge St,Brooklyn,11236
1091,Central Ave & Starr Street,Brooklyn,11237
1424,Cypress Ave & Palmetto St,Brooklyn,11237
399,George St & Wilson Ave,Brooklyn,11237
793,Greene Av & Myrtle Av,Brooklyn,11237
1067,Greene Ave & Grandview Ave,Brooklyn,11237
1364,Harrison Pl & Porter Ave,Brooklyn,11237
611,Hart St & Wyckoff Ave,Brooklyn,11237
734,Irving Ave & DeKalb Ave,Brooklyn,11237
1054,Irving Ave & Halsey St,Brooklyn,11237
284,Irving Ave & Harman St,Brooklyn,11237
1226,Irving Ave & Jefferson St,Brooklyn,11237
743,Irving Ave & Palmetto St,Brooklyn,11237
1002,Jefferson St & Cypress Ave,Brooklyn,11237
392,Knickerbocker Ave & George St,Brooklyn,11237
1284,Knickerbocker Ave & Halsey St,Brooklyn,11237
1307,Knickerbocker Ave & Thames St,Brooklyn,11237
1072,Linden St & Knickerbocker Ave,Brooklyn,11237
947,Menahan St & Wyckoff Ave,Brooklyn,11237
1504,Morgan Bike Mechanics,Brooklyn,11237
1497,Morgan Loading Docks,Brooklyn,11237
1481,Morgan WH station,Brooklyn,11237
1379,Myrtle Ave & Grove St,Brooklyn,11237
1206,Myrtle Ave & Lewis Ave,Brooklyn,11237
695,Myrtle Ave & Marcy Ave,Brooklyn,11237
164,Myrtle Ave & St Edwards St,Brooklyn,11237
1416,Putnam Ave & Knickerbocker Ave,Brooklyn,11237
477,Putnam Ave & Wyckoff Ave,Brooklyn,11237
1369,Stanhope St & Fairview Ave,Brooklyn,11237
10,Stewart Ave & Johnson Ave,Brooklyn,11237
773,Suydam St & Knickerbocker Ave,Brooklyn,11237
481,Suydam St & St. Nicholas Ave,Brooklyn,11237
1062,Willoughby Ave & Onderdonk Ave,Brooklyn,11237
1184,Willoughby Ave & Wyckoff Ave,Brooklyn,11237
478,Wilson Ave & Troutman St,Brooklyn,11237
44,Wyckoff Av & Stanhope St,Brooklyn,11237
235,Adelphi St & Myrtle Ave,Brooklyn,11238
955,Cambridge Pl & Gates Ave,Brooklyn,11238
985,Carlton Ave & Dean St,Brooklyn,11238
157,Carlton Ave & Flushing Ave,Brooklyn,11238
489,Classon Ave & St Marks Ave,Brooklyn,11238
777,Clermont Ave & Lafayette Ave,Brooklyn,11238
306,Clermont Ave & Park Ave,Brooklyn,11238
32,Cumberland St & Lafayette Ave,Brooklyn,11238
878,Dean St & Franklin Ave,Brooklyn,11238
775,Eastern Pkwy & Washington Ave,Brooklyn,11238
608,Franklin Ave & St Marks Ave,Brooklyn,11238
853,Fulton St & Waverly Ave,Brooklyn,11238
196,Grand Ave & Bergen St,Brooklyn,11238
881,Lincoln Pl & Classon Ave,Brooklyn,11238
542,Pacific St & Classon Ave,Brooklyn,11238
62,Plaza St East & Flatbush Ave,Brooklyn,11238
520,Plaza St West & Flatbush Ave,Brooklyn,11238
1231,Prospect Pl & Underhill Ave,Brooklyn,11238
1035,St Johns Pl & Washington Ave,Brooklyn,11238
118,Underhill Ave & Lincoln Pl,Brooklyn,11238
1014,Underhill Ave & Pacific St,Brooklyn,11238
79,Washington Ave & Greene Ave,Brooklyn,11238
790,Washington Ave & Park Ave,Brooklyn,11238
457,Bedford Ave & Nassau Ave,Brooklyn,11249
107,Bedford Ave & S 9 St,Brooklyn,11249
227,Berry St & N 8 St,Brooklyn,11249
1319,Division Ave & Marcy Ave,Brooklyn,11249
752,Kent Ave & N 7 St,Brooklyn,11249
932,Kent Ave & S 11 St,Brooklyn,11249
1511,Kent Ave & S 11 St,Brooklyn,11249
414,Metropolitan Ave & Bedford Ave,Brooklyn,11249
1316,N 11 St & Kent Ave,Brooklyn,11249
936,N 6 St & Bedford Ave,Brooklyn,11249
517,Roebling St & N 4 St,Brooklyn,11249
721,S 5 Pl & S 5 St,Brooklyn,11249
1505,S 5th St & Kent Ave (Domino Park Movie Shoot),Brooklyn,11249
129,5 St & Market St,Brooklyn,11251
907,Clinton Ave & Flushing Ave,Brooklyn,11251
877,Dock 72 Way & Market St,Brooklyn,11251
195,Nassau St & Navy St,Brooklyn,11251
322,Park Ave & St Edwards St,Brooklyn,11251
1348,Railroad Ave & Kay Ave,Brooklyn,11251
241,Sands St Gate,Brooklyn,11251
1493,Station demo,Brooklyn,11252
1052,31 Ave & 30 St,Queens,11369
575,31 Ave & 34 St,Queens,11369
208,31 Ave & 57 St,Queens,11369
1453,31 Ave & 61 St,Queens,11369
131,31 Ave & Crescent St,Queens,11369
1150,21 Ave & 80 St,Queens,11370
772,76 St & 21 Ave,Queens,11370
541,Ditmars Blvd & 43 St,Queens,11370
1193,Ditmars Blvd & 48 St,Queens,11370
761,Ditmars Blvd & 73 St,Queens,11370
1387,Ditmars Blvd & 76 St,Queens,11370
1402,Ditmars Blvd & 79 St,Queens,11370
46,Hazen St & 20 Ave,Queens,11370
763,Broadway & 12 St,Queens,11373
1136,Broadway & 49 St,Queens,11373
296,Broadway & 51 St,Queens,11373
1245,49 St & 31 Ave,Queens,11377
1220,50 St & 30 Ave,Queens,11377
1404,50 St & Northern Blvd,Queens,11377
287,51 St & Hobart St,Queens,11377
885,58 St & 32 Ave,Queens,11377
919,62 St & Northern Blvd,Queens,11377
433,Bulova Ave & Brooklyn Queens Expressway W,Queens,11377
1317,Centre St & Seneca Ave,Queens,11385
804,Cypress Ave & George St,Queens,11385
1279,Fairview Ave & Linden St,Queens,11385
403,Flushing Ave & Woodward Ave,Queens,11385
394,Forest Ave & Summerfield St,Queens,11385
1060,Hancock St & Wyckoff Ave,Queens,11385
1342,Harman St & Seneca Ave,Queens,11385
1041,Madison St & Cypress Ave,Queens,11385
646,Madison St & Forest Ave,Queens,11385
183,Madison St & Seneca Ave,Queens,11385
496,Madison St & Woodward Ave,Queens,11385
1276,Menahan St & Onderdonk Ave,Queens,11385
1207,Menahan St & Seneca Ave,Queens,11385
1082,Myrtle Ave & Linden St,Queens,11385
1233,Norman St & Wyckoff Ave,Queens,11385
272,Onderdonk Ave & Dekalb Ave,Queens,11385
6,Onderdonk Ave & Gates Ave,Queens,11385
1451,Stephen St & Seneca Ave,Queens,11385
1288,Woodward Ave & Harman St,Queens,11385
271,Wyckoff Av & Jefferson St,Queens,11385
864,Wyckoff Ave & Gates Ave,Queens,11385
668,Metropolitan Ave & Stewart Ave,Brooklyn,11415